full_tweets,Label,location,quote_count,reply_count,retweet_count,favorite_count,language
astrazeneca vaccine is 59 to 96 effective at preventing infections,2,"Memphis, TN",0,0,0,0,en
ontarios l sector has an acute staffing shortage which has led to a humanitarian crisis people still suffer greatly fro,-1,Canada,10,20,189,510,en
brazilian football star s mother dies aged 71 after contracting covid19  covid19 brazil,-1,Germany,0,0,0,0,en
i jus got the pfizer vaccine,2,SoCal,0,0,0,0,en
please share this  isnt right at all,-1,unknown,0,2,23,49,en
developing an effective vaccine within 1yr after a historic virus pandemic outbreak was built on decades of prior research,2,chicago,0,4,44,217,en
yes  is choosing this its a deliberate strategy in their freefall into an illiberal party that trades in c,-1,unknown,4,4,36,95,en
whats wrong with you would you like to go into a classroom without a vaccine for 40000yr you are out of touch go back to your bunker,-1,"Michigan, USA",0,0,0,0,en
its not a vaccine its gene therapy,2,unknown,0,0,1,4,en
beltway insider  acquitted bidens budget senate fails covid vaccine ducklo emmett  kobe bryant,-1,"Beverly Hills, CA",0,0,0,0,en
media would rather criticize  desantis for doing everything  than hold andrew cuomo accountable for killing th,-1,unknown,8,26,229,575,en
our wonderful estates   support our onechance work thank you so much covid19,-1,"Shrewsbury, England",1,0,2,14,en
severe winter storms that have devastated  and surrounding states have delayed the distribution of 6000000 covid19 vacci,-1,"Happy, TX",0,1,1,8,en
as an increasing number of covid19 vaccine vials are shipped in coming weeks the concern about shortages may well shift to h,-1,"La Paz, BCS",0,2,5,5,en
2182021 europe46 nursing home  in spain die within 1 month of getting pfizer covid vaccinehealth officials have reportedly halted administration of the second shot of pfizers vaccine at the spanish nursing home,0,"Coastal , Western Australia",0,0,0,0,en
meet emma from the garbage disposal projects s edutwitter education mom teacher teaching toys onli,-1,127.0.0.1,0,0,4,4,en
because for the liberals this isnt about wanting you to safely come to canada this is them wanting to keep you out an,-1,unknown,5,0,59,215,en
i officially declare the covid19 pandemic over its kaputt we now have an endemic virus with seasonal december january,0,unknown,7,14,121,312,en
maybe humanity truly is waking up,-1,"Kent, United Kingdom ",0,0,0,0,en
12 lessons we can learn from the covid19 pandemic,-1,"Chilton County, Alabama",0,0,1,1,en
we find that over 205 million years of life have been lost to covid19 globally,-1,"Timmins, Ontario",0,0,7,4,en
wheww,-1,NJ,0,0,0,0,en
not too distant future and that lockdown will have to go on until a new vaccine is prepared tested and given to everyone again  could be just a matter of months away  government is hoping it will be further down the line but nobody knows5 large parts of the,1,London,0,0,0,0,en
shocking abuse of powerhighlevel bullying our latest story with  exposes s appalling tactics and demands,-1,"London, England",9,4,30,22,en
that were working with  to supply free rides to vaccinationsplease use discount code ldn,-1,London,2,3,37,77,en
when are thick people going to realise they have come up with a scam vaccine that does nothing for a scam virus that you hav,2,"South West, England",0,0,1,2,en
everyone reacts differently to stressful situations like covid19 you may feel anxious angry sad or overwhelmed if you or,-1,unknown,11,25,111,166,en
and 100 effective you not keeping up with the science doc oxford vaccine doesnt work on over 65s in fact some countries like switz  banned it for all ages a conservative stab is its 33and against the african variant phizer is saying theirs is less than 33 also,0,unknown,0,0,0,0,en
and letting infected illegals into our country impeach biden kamala now,-1,United States,0,0,0,0,en
as an increasing number of covid19 vaccine vials are shipped in coming weeks the concern about shortages may well shift to h,-1,"Los Angeles, CA",2,11,15,27,en
oops,-1,unknown,0,0,0,0,en
late capitalism is killing us all,-1,"Illinois, USA",0,0,0,0,en
they will more terrified of a stay in hospital  wont they,-1,United Kingdom,0,0,0,0,en
bassil is compromising civil peace and national unity  and this is a crime that would finish lebanon منافقالجمهورية,-1,unknown,0,0,10,9,en
che was obviously referencing the fact that israels vaccination campaign has largely excluded palestinians in the west bank,-1,unknown,2,6,61,347,en
due to covid19 ill be blessing the first 450 people to like amp retweet this with 600 extra 200 for whoever share this,-1,unknown,1,1,28,36,en
,,"East Gwillimbury, Ontario",1,2,1,16,en
if any student of ak gets infected with covid19 during the journey or while giving the exam will the ak administrati,-1,unknown,0,0,3,2,en
most know online internet polls are notoriously inaccurate so why are they presented as news its propagandamargin of e,-1,unknown,0,1,4,8,en
pfizerbions covid vaccine stopped 894 of transmission in israel where half of the population has already rece,2,Catalonia,3,28,84,157,en
vaccine 2 today lets gooooo,2,📍DM(V) to Soufend SEA,0,0,1,8,en
dr fauci wont say biden was wrong it was  who is responsible for both vaccination companies getting the vaccine out not biden  actual distribution of the vaccine is done state by state where dem run states like ca have really screwed up the distribution,2,Newark California,0,0,0,0,en
weeks to flatten the curve doses to be vaccinated masks to lessen the chance of transmission youve likely,2,Canada,0,1,7,24,en
its classic overcautious behaviour as we saw with the niac crazy decision to not give the az v,-1,dublin,0,0,1,5,en
meet scott the current pm who thinks the vaccine rollout will distract people from the rapes that to,-1,"Melbourne, Victoria",0,0,4,3,en
incredible,-1,California,0,0,0,0,en
completely agree with you  we will get through this  id rather that they err on the side of caution on the vaccine with it comes to elderly and vunerable  when there is definitive data that can change,-1,"Dublin City, Ireland",0,0,0,0,en
shining a spotlight on the experiences of community pharmacists during covid19 and the impact on pharmacy practice in irelandgreat to have had undergraduate  students involved in conducting this important research   sphe,-1,"Cork, Ireland",0,0,0,0,en
italy just published astrazeneca contract with brussels in full the eu has waived its right to sue the drugmaker over any delays in its vaccine rollout eu threats exposed,-1,unknown,0,0,0,0,en
cuba with all of their problems poverty amp corruption still has the equivalent of the national  safety board,-1,"Hammersmith, London",2,15,87,356,en
covid19 reality wearamask,-1,"NorCal, USA",0,0,0,0,en
vaccineswithoutbordersfast,-1,Earth,0,0,0,0,en
teams findings reflect a broader ongoing issue exacerbated by the coronavirus pandemic older white women are be,-1,Earth 2 until 11/3/20,1,0,8,18,en
it has always ever been thus,-1,USA! USA!,0,0,0,0,en
argentinas president decries unforgivable vaccine scandal,-1,"Greater Portland, Oregon, USA",0,0,0,0,en
its been an incredible campaign by our charity partners at  to provide people living with hiv access to the covid vaccine without having to disclose their status  more about how they did it here,2,unknown,0,0,0,0,en
explains the enormity of the death toll from coronavirus in the us,-1,unknown,0,0,2,1,en
federal government is forcing 7800 federal inmates to go back to prison without having broken a single rule or committing any new crimehomeconfinement bop keepthemsafe blacklivesmatter inmateslivesmatter prisonreform covid19 covid19 covid corona,-1,United States,0,0,0,0,en
interview with  how  helped develop the johnson amp johnson covid19 vaccine  https,-1,unknown,2,0,8,11,en
even the la  is now acknowledging that all of the insane and pseudoscientific restrictions interventions and masks were c,-1,"Tennessee, USA",2,10,78,357,en
bullshit take and you know it of course numbers are going to drop  virus has been around for over a year immunity and a vaccine change everything but playing your game biden is personally responsible for 100k dead and hasnt been in a month,-1,"Detroit, MI",0,0,0,0,en
surely the 2020 vaccine cant be doing things that vaccines have been doing for decades,0,unknown,0,0,0,0,en
matt pottinger fmr  dep natsec advisor was 1 of the 1st officials to sound the alarm about covid19 as it emerged i,-1,unknown,3,5,11,37,en
stills from khalnayak goodmorning madhuridixit madhuridixitnene  friday fridaymotivation friday,-1,"Rajkot, India",0,0,5,11,en
wow and we have the vaccine,2,unknown,0,0,0,0,en
if you let your dog kiss you on the mouth dont worry about whats in the vaccine,2,Silver Millenium,0,0,0,0,en
boris johnson said there is no such thing as 0 covid19 numbers will be cautious but irreversible he took a stand unlike ford who said he will retreat again go back and forth from reopening to,-1," Southern Ontario,  Canada",0,0,0,0,en
anatomy of a manufactured scandal  latest vaccine attack on  desantis is injected with facts,0,The Good Old North State,0,0,1,1,en
a vaccine lottery a crashed website dead end phone numbers popup pilot sites hours away amp now a new vaccine connecto,-1,"Twin city area, MN",0,3,5,10,en
pfizer vaccine reduces transmission and is completely effective in preventing death and serious covid not a moment to lose,2,"London, England",0,2,2,3,en
,,"Etobicoke, T.O, Ontario ðŸ‡¨ðŸ‡¦",0,0,1,4,en
i am going to settle down in west bengal to get 18k from amit shah ji he is the one who called 15 lakh just a jumla he,-1,"Scarborough Village, Toronto",0,15,26,340,en
great news from israel data shows that vaccination leads to less transmission butt play with strangers are on the rada,2,"Vancouver, BC",0,1,1,14,en
no evidence of that at all,-1,unknown,0,0,0,0,en
blair has been advising health secretary matt hancock on coronavirus pandemic strategy re all useless arent,-1,unknown,1,0,2,2,en
because all the corrupt in lebanon are against you  i will always support you جبرانكلمتوكلمة,-1,عوني لاخر نفس,0,0,18,18,en
since i took my vaccine i wake up in the mornings feeling refreshed and awakecan someone explain please did it vaccinate m,2,Princess Park,0,1,1,36,en
