full_tweets,labels ,is_duplicate,location,quote_count,reply_count,retweet_count,favorite_count,language
خبر  ضمن جهود وزارة الصحة في التوسع في توفير مراكز لتقديم اللقاح بشكل أسهل للمواطنين والمقيمين تم اليوم تدشين مركز لقاح,1,FALSE,"الرياض, المملكة العربية السعود",0,1,9,16,ar
لَنوقف مع جيشنا الأبيض بهالحرب  اللقاحواجبحركةأمل مكتبالصحةcovid19 covid19vaccine,1,FALSE,unknown,0,0,6,5,ar
المغرب توسيع الاستفادة من عملية التلقيح الوطنية ضد فيروس كورونا لتشمل المواطنات والمواطنين ما بين 60 و64 سنة والحاملي,1,TRUE,"Stretford End, 2nd tier",1,0,3,3,ar
"أهم ما یقدمه موقع مجاهديخلق الإیرانیة 21فبرایر2021أن عدد ضحايا كورونا في480 مدينة في إيران قد تجاوز 219200 شخصإيرانجلادو نظام الملالي يشنقون امرأة توفيت بنوبة قلبية قبل وقت قصير من إعدامهاوآه من كل هذا الظلم ، موائدنا خاليةتجمعات احتجاجية للمتقاعدين وأصحاب المعاشات",1,FALSE,IRAN,0,0,0,0,ar
اللقاح هو المرحلة المهمة لمحاربة وباء كورونا والقضاء عليه وعلينا جميعاً ان نكون جاهزين ومتحضرين لمواجهة الفايروس بأجسام قوية ذات مناعة عاليةاللقاحواجب,1,FALSE,Lebanon,0,0,0,0,ar
الدفاع المدني في جمعية الرسالة للإسعاف الصحي يشارك ب ٧٥ قائد وعنصر اختصاص تمريض في الدورة التدريبية التي نظمتها وزارة الصحة العامة تمهيدا لبدء حملة التلقيح الشاملة المدعومة من منظمة الصحة العالمية للقاح ضد فايروس كورونا من شركة فايزر اللقاحواجب,1,TRUE,unknown,0,0,0,0,ar
وده واحد لسه شايف تريلر snyders cut و كل معلوماته عن باتمان انه سبب ڤيروس كورونا,1,FALSE,"El Monofia, Egypt",0,0,0,0,ar
لنِرجَع على شغلنا بأمان اللقاحواجبحركةأمل مكتبالصحةcovid19 covid19vaccine,1,TRUE,unknown,0,0,14,11,ar
"3 ويعتبر هذا النوع الجديد من أحدث ما توصلت له التكنولوجيا ، ويحتمل أن يكون أكثر خطورة من لقاحك السام العادي، وفي هذه",1,FALSE,unknown,0,0,7,31,ar
بريطانيا تعلن نجاح جهود الحد من انتشار طفرات كورونا الجديدةبوابةالأخبار,1,FALSE,unknown,0,0,0,0,ar
وصول 20 ألف جرعة من لقاح كورونا لــ قطاع غزة بدعم اماراتي وبجهود النائب محمد دحلانلمتابعة التفاصيل من خلال الرابط ادناه,1,TRUE,unknown,2,37,24,52,ar
"أهلا هنا مرتبة في صفحة   اللقاح ليس لقاحًَّ1 مفاجأة  تقنية m covid19 ليست لقاحًا نعم ، إنه ليس لقاح  فإن تقن لا تنس تتابعنا، الى اللقاء",1,TRUE,unknown,0,0,0,0,ar
"4 يقول الطبيبان ديفيد مارتن وجودي ميكوفيتش اللذان كانا صريحين للغاية حتى الآن في فضح وباء covid ، ويوضح مارتن ب",1,FALSE,unknown,0,2,9,32,ar
خلونا نخفف الضغط عن الجنود المجهولينوبلا إستهتار كورونا مش سهلةاللقاحواجب,1,FALSE,"Seddiqine, Lebanon ",0,0,6,4,ar
نسبة الوفيات بسبب الاصابة بفيروس كورونا عم بتزيد كل يوم  كرمال كل الوجع اللي عم نعيشه كل يوم اللقاحواجب واجب لتحمي,1,TRUE,Lebanon,0,0,1,3,ar
"وصلت شحنة كبيرة من لقاحات فيروس كورونا، التي تبرعت بها وزارة شؤون الرئاسة بدولة الإمارات العربية المتحدة، مساء اليوم الأحد، إلى غزة، عبر معبر رفح البري، وذلك استكمالاً لجسر المساعدات الجوي الذي دشنته أبوظبي قبل شهرين لإغاثة سكان غزة العبدلينيوز",1,FALSE,الكويت,0,0,0,0,ar
افتتح دأحمد الشطي مدير منطقة الصباح الطبية التخصصية مركز التطعيم بمركز الطب الاسلامي اليوم الأحد 2122021 لتوفير اللقاح لموظ,1,FALSE,"جدة, المملكة العربية السعودية",0,1,113,5,ar
متحدث الصحة  تجاوز عدد الحاصلين على اللقاح 541411 ألف وخطة التوسع مستمرة وبالإمكان الحصول على لقاح كورونا بخطوات يسيرة جدًا من,1,FALSE,unknown,0,4,11,20,ar
أخذ اللقاح هو الأمل الوحيد لمحاصرة فايروس كورونا والقضاء عليه والحد من انتشاره لضمان العودة للحياة الطبيعية المعتادة قبل الوباءاللقاحواجب,1,FALSE,Lebanon,0,0,0,0,ar
أسئلة وأجوبة حول لقاح  covid19  خدمتكمرسالتنا جمعيةالرسالةللإسعافالصحياللقاحواجب,1,FALSE,unknown,0,0,7,5,ar
الدفاع المدني في جمعية الرسالة للإسعاف الصحي يشارك ب ٧٥ قائد وعنصر اختصاص تمريض في الدورة التدريبية التي نظمتها وزارة ا,1,FALSE,unknown,0,0,1,0,ar
دولة الأحتلال تبدأ رفع الإغلاق الصحي بعد تلقي نحو نصف سكان البلاد الجرعة الأولى من التطعيم ضد كورونا ولسنا عنا 0006 نسبة الي تلقوا التطعيمكورونا الاردن covid19  jordan,1,FALSE,Hashemite Kingdom of Jordan,0,0,0,0,ar
وزارة الدفاعتجهيز 16 مركز وعيادة لتطعيم منسوبي الوزارة ضد فيروس كورونا بمختلف مناطق المملكة,1,TRUE,unknown,3,23,20,64,ar
شاب سعودي يعمل مع وكالة الفضاء الأمريكيةشاب رئيس قسم في أشهر مستشفيات أوروباشاب يخترع جهاز طبي شاب إكتشف لقاحلكوروناه,1,FALSE,المملكة العربية السعودية,2,7,103,59,ar
كلنا خايفين من الحظر محد خايف من كورونا الا وزارة الصحه,1,FALSE,kuwait 🇰🇼,0,0,0,0,ar
أسئلة وأجوبة حول لقاح  covid19  خدمتكمرسالتنا جمعيةالرسالةللإسعافالصحياللقاحواجب,1,FALSE,Lebanon,0,0,6,2,ar
توفي ما يقرب من 100 ألف شخص في الولايات المتحدة بسبب فيروس كورونا الصيني خلال الشهر الأول للرئيس جو بايدن في منصبه,1,FALSE,Egypt,2,11,43,85,ar
5 الطبية والقانونية هذا ليس لقاحًا  ولكن يتم أستخدام مصطلح لقاح للتسلل إلى هذا الشيء تحت استثناءات الصحة العام,1,FALSE,unknown,0,2,9,35,ar
مع كبْت جائحة كورونا و آثارها النفسية أظن لن يتم ضبط الاستهتار في المسيرات و الاحتفالات إلا بالحظر الجزئي نوعاً ما وجهةن,1,FALSE,kuwait,0,0,2,0,ar
٤٣ حالة وفاة و١٦٨٥ اصابة جديدة بفيروس كورونا خلال يوم في لبنان  مجلة الجرس,1,FALSE,unknown,0,0,1,1,ar
اللقاحات انقذت البشرية من الاوبئة المدمرة واليوم لقاح فيروس كورونا سينقذ العالم من الهلاكاللقاحواجب,1,TRUE,unknown,0,0,1,0,ar
تذكر دائماً أمريكا أول المتضررين في الأزمات الكبرى وأسرع المتعافينكورونا سينتهي فيها بحلول إبريل القادم,1,FALSE,Kuwait,0,0,0,0,ar
يخضع الشخص للمراقبة لمدة 15 دقيقة بعد أخذ لقاح كوفيد 19 ليتأكد الطبيب من أي ردة فعل مباشرة قد تحدث لكاللقاحواجب,1,FALSE,unknown,0,0,3,1,ar
وزارة الدفاعتجهيز 16 مركز وعيادة لتطعيم منسوبي الوزارة ضد فيروس كورونا بمختلف مناطق المملكة,1,TRUE,المملكة العربية السعودية,3,24,21,66,ar
احنا نجرب لقاح الكورونا على الشباب زبط زبط ما زبط ماخسرناش حاجة,1,FALSE,unknown,0,0,0,0,ar
وزارة الدفاعتجهيز 16 مركز وعيادة لتطعيم منسوبي الوزارة ضد فيروس كورونا بمختلف مناطق المملكة,1,TRUE,saudi,3,24,22,68,ar
ولن نصل حتى الآن بتصديق شيء اسمه كورونا  يا أمة ضحكت من جهلها الأمم,1,FALSE,دولة الكويت,0,0,1,1,ar
أهلا هنا مرتبة في صفحة   اللقاح ليس لقاحًَّ1 مفاجأة  تقنية m covid19 ليست لقاحًا,1,TRUE,"Dubai, United Arab Emirates",0,0,1,0,ar
"أخذ اللقاح ضد فايروس كورونا المتوفر هو واجبٌ إنساني وأخلاقي ووطني لحماية انفسنا، ولإيقاف انتشار هذه الجائحةاللقاح",1,TRUE,Lebanon Nabateih,0,0,1,1,ar
تطبيقصحتي حماية للجميع سجل الان لأخذ لقاح كورونا السعودية نجرانالآن كورونا فيروسكورونا الصحة عاجل لقاحكورونا,1,TRUE,unknown,0,0,88,4,ar
نسبة الوفيات بسبب الاصابة بفيروس كورونا عم بتزيد كل يوم  كرمال كل الوجع اللي عم نعيشه كل يوم اللقاحواجب واجب لتحمي,1,TRUE,Lebanon Nabateih,0,0,2,5,ar
نسبة الوفيات بسبب الاصابة بفيروس كورونا عم بتزيد كل يوم  كرمال كل الوجع اللي عم نعيشه كل يوم اللقاحواجب واجب لتحمي,1,TRUE,Lebanon,0,0,3,5,ar
"كما عودتنا الامارات بتحقيق المراكز الأولى عالميا في مجالات العمران والمشاريع الإستراتيجية، اليوم تم البدء فعليًا بفحص كورونا باستخدام تقنية فريدة بالإعتماد على الذكاءالاصطناعي يتميز هذا الفحص بالسرعة لايتجاوز ٨ دقائق بنسبة دقة تتجاوز ٩٥٪",1,FALSE,Kurdistan,0,0,0,0,ar
مدير عام صحةالشمالية أ عبدالله العازمي  يتلقى الجرعة الأولى من لقاح كورونا كوفيد  19 وعدد من قيادات صحةالشمالية,1,FALSE,"رفحاء, المملكة العربية السعودي",0,4,37,14,ar
لَنردّ دين المُسعفين  اللقاحواجبحركةأمل مكتبالصحةcovid19 covid19vaccine,1,TRUE,Lebanon,0,0,8,12,ar
الدفاع المدني في جمعية الرسالة للإسعاف الصحي يشارك ب ٧٥ قائد وعنصر اختصاص تمريض في الدورة التدريبية التي نظمتها وزارة الصحة,1,TRUE,unknown,0,0,3,2,ar
"لضمانةِ الحصول على لقاح فايروس كورونا بالوقت المناسب ، احجز حقّك بالتسجيل عبر منصّة اللقاحات  ال",1,FALSE,unknown,0,0,8,0,ar
من سناب الاخ مشعل النامي  وتطعيم لقاح فايزر,1,FALSE,المملكة العربية السعودية,0,0,1,0,ar
وزارة الدفاعتجهيز 16 مركز وعيادة لتطعيم منسوبي الوزارة ضد فيروس كورونا بمختلف مناطق المملكة,1,TRUE,المملكة العربية السعودية,3,25,23,71,ar
وصول 20 ألف جرعة من لقاح كورونا لــ قطاع غزة بدعم اماراتي وبجهود النائب محمد دحلانلاتشيلواهم,1,TRUE,unknown,0,0,0,0,ar
وزارة الدفاعتجهيز 16 مركز وعيادة لتطعيم منسوبي الوزارة ضد فيروس كورونا بمختلف مناطق المملكة,1,TRUE,unknown,3,26,24,71,ar
وصول 20 ألف جرعة من لقاح كورونا لــ قطاع غزة بدعم اماراتي وبجهود النائب محمد دحلانلاتشيلواهم,1,TRUE,فلسطين✌ خانيونس♡,0,0,0,0,ar
"لضمانةِ الحصول على لقاح فايروس كورونا بالوقت المناسب ، احجز حقّك بالتسجيل عبر منصّة اللقاحات covax ولأننا معكم وإلى ج",1,FALSE,Lebanon Nabateih,0,1,23,19,ar
